empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.ebikes,extra.has_ebikes,extra.last_updated,extra.payment,extra.payment-terminal,extra.renting,extra.returning,extra.slots,extra.uid
6,9,63d26eacf7e8f19a45c9e101b6f71ddd,45.515617,-73.614991,Parc Joyce (Rockland / Lajoie),2023-07-28T20:56:20.938000Z,9,True,1690576293,"['creditcard', 'key']",True,1,1,15,392
11,3,425d72b42e841857dfef54441255aebe,45.54912085535069,-73.60087350010872,des Érables / Bélanger,2023-07-28T20:56:21.028000Z,2,True,1690576356,"['creditcard', 'key']",True,1,1,15,185
12,2,2b57be16a1b802c69de6742a1ec49527,45.55001,-73.59576,Louis-Hébert / St-Zotique,2023-07-28T20:56:20.770000Z,0,True,1690576369,"['creditcard', 'key']",True,1,1,15,273
9,27,3c9ca35a06d4914adaf025fd59c55d8e,45.5451997,-73.57645065,Parc du Pélican (1ère avenue / Masson),2023-07-28T20:56:20.929000Z,7,True,1690577726,"['creditcard', 'key']",True,1,1,39,376
11,5,412b6c7d157d69fcf39a8ec8a1269c69,45.531957916826386,-73.60700100660324,de Gaspé / Beaubien,2023-07-28T20:56:21.113000Z,2,True,1690577407,"['creditcard', 'key']",True,1,1,19,128
14,26,a55042c1563ddaefa910fdd0553e594a,45.537087833013324,-73.59321847558022,Parc Père-Marquette (Chambord / Rosemont),2023-07-28T20:56:21.189000Z,13,True,1690577470,"['creditcard', 'key']",True,1,1,43,254
5,9,de47bdda50a0b713a267c0bd08d0a959,45.54779995287998,-73.58486741781235,1ère avenue / Rosemont,2023-07-28T20:56:21.147000Z,3,True,1690577618,"['creditcard', 'key']",True,1,1,15,366
8,6,fb827e1f22e7180918b8311814ad5b5b,45.551937362101,-73.59392791986465,1ère  avenue / St-Zotique,2023-07-28T20:56:21.151000Z,0,True,1690575910,"['creditcard', 'key']",True,1,1,15,362
23,6,0804af1a0607c5aff81fae6d4bab8fc7,45.53409866804061,-73.59553456306458,Boyer / Rosemont,2023-07-28T20:56:20.774000Z,3,True,1690577752,"['creditcard', 'key']",True,1,1,31,278
11,12,d6c3fafac0ba50db181823baf216ba98,45.546779039476185,-73.60281676054001,Cartier / Bélanger,2023-07-28T20:56:21.273000Z,1,True,1690577616,"['creditcard', 'key']",True,1,1,23,269
18,1,fbce0c9761735863a0a102042faea923,45.51733075399989,-73.57449866831303,de l'Hôtel-de-Ville / Roy,2023-07-28T20:56:21.241000Z,0,True,1690577424,"['creditcard', 'key']",True,1,1,19,216
21,1,e4a5e5301aba4cd89564b10966fb81c9,45.52927839879717,-73.57792854309082,de Brébeuf / du Mont-Royal,2023-07-28T20:56:21.371000Z,1,True,1690577638,"['creditcard', 'key']",True,1,1,23,157
15,6,02044f52405851c50980c20964349a5d,45.533348,-73.605834,Drolet / Beaubien,2023-07-28T20:56:21.112000Z,1,True,1690577603,"['creditcard', 'key']",True,1,1,23,127
12,5,31e638f409c4a93e68f461daed035811,45.54990048023633,-73.58308374881744,5e avenue / Rosemont,2023-07-28T20:56:21.075000Z,1,True,1690577700,"['creditcard', 'key']",True,1,1,19,74
11,3,8951d589de5b1127135d823158676a54,45.544375546398065,-73.59564453363419,Chabot / Beaubien,2023-07-28T20:56:21.267000Z,1,True,1690577164,"['creditcard', 'key']",True,1,1,15,263
6,12,efaae4b093ad86f718bcc49ef399d653,45.5315079142152,-73.60308364033699,Henri-Julien / de Bellechasse,2023-07-28T20:56:21.281000Z,3,True,1690577590,"['creditcard', 'key']",True,1,1,19,50
18,1,e2922721127dd2164c595a61feb86504,45.563709940264175,-73.57139468193054,27e avenue / Rosemont,2023-07-28T20:56:21.403000Z,1,True,1690577553,"['creditcard', 'key']",True,1,1,19,487
13,6,b0f4cfae8d6efd744b142c7f3140e5dc,45.53488214147823,-73.60941231250763,Drolet / St-Zotique,2023-07-28T20:56:21.127000Z,2,True,1690577711,"['creditcard', 'key']",True,1,1,19,315
19,7,73bae244a5e74910ef39ad95e47d7e6e,45.54391953154915,-73.58424894533528,Fullum / Holt,2023-07-28T20:56:20.773000Z,1,True,1690577759,"['creditcard', 'key']",True,1,1,27,276
14,3,241e9669df3c4df212819dbb4d2f63cc,45.54800352985515,-73.58138993382454,3e avenue / Holt,2023-07-28T20:56:20.923000Z,2,True,1690577635,"['creditcard', 'key']",True,1,1,19,371
16,3,c88102464b88e2dae390420e94d969a9,45.536434338630336,-73.60783427975548,de St-Vallier / St-Zotique,2023-07-28T20:56:21.021000Z,2,True,1690577702,"['creditcard', 'key']",True,1,1,19,253
8,14,23a2852bdcd316d3a09bc9b72aed633c,45.53923559055867,-73.58594566583633,Cartier / Dandurand,2023-07-28T20:56:21.187000Z,5,True,1690577714,"['creditcard', 'key']",True,1,1,23,256
12,7,85c717da7306440022c12ccb771b0bde,45.51693654712809,-73.64048302173615,Graham / Wicksteed,2023-07-28T20:56:20.748000Z,5,True,1690576750,"['creditcard', 'key']",True,1,1,19,606
9,5,57c201651dba51666c7f98afb887cb07,45.5315236502754,-73.61701235175133,Mozart / Waverly,2023-07-28T20:56:21.209000Z,2,True,1690577749,"['creditcard', 'key']",True,1,1,15,465
19,0,a4c072a3a28ccae3ffb48dc1c461355e,45.5425697477813,-73.59214425086974,Chabot / de Bellechasse,2023-07-28T20:56:21.269000Z,0,True,1690577714,"['creditcard', 'key']",True,1,1,19,260
19,4,e3bc8082b32ea4f2d9185551c9e96782,45.54365085053057,-73.60565051436424,de Lanaudière / Bélanger,2023-07-28T20:56:21.170000Z,4,True,1690577572,"['creditcard', 'key']",True,1,1,23,578
15,3,4d42e407ec7212f713c24dd4ea217b87,45.53050525974957,-73.61470833420753,Waverly / St-Zotique,2023-07-28T20:56:21.200000Z,2,True,1690577477,"['creditcard', 'key']",True,1,1,19,502
20,2,4db50e7a836ddc515ca0d69697d87e8d,45.55389801568004,-73.5713866353035,15e avenue / Masson,2023-07-28T20:56:20.921000Z,0,True,1690577724,"['creditcard', 'key']",True,1,1,23,378
17,1,4fb0196e6cefd3c0304f2f7497e1d53a,45.543653916207866,-73.60126135876271,Fabre / St-Zotique,2023-07-28T20:56:21.271000Z,1,True,1690577655,"['creditcard', 'key']",True,1,1,19,266
13,8,63de8e2869ba1c19473b4f0820d45595,45.55293611277267,-73.56577143073082,16e avenue / St-Joseph,2023-07-28T20:56:21.154000Z,0,True,1690577728,"['creditcard', 'key']",True,1,1,23,380
8,12,03306a21cafcf901fa4a45504a834c72,45.54006,-73.60897,Boyer / Bélanger,2023-07-28T20:56:21.186000Z,1,True,1690577421,"['creditcard', 'key']",True,1,1,23,250
12,3,e59c27358dc6658647b8d0be8f8c7573,45.52954744851231,-73.61071854829788,St-Urbain / Beaubien,2023-07-28T20:56:20.857000Z,2,True,1690577509,"['creditcard', 'key']",True,1,1,15,554
21,2,8efb5a0805e2a3e9ffaaff30fb84d12b,45.53176697148175,-73.5724139213562,Marie-Anne / Papineau,2023-07-28T20:56:21.368000Z,1,True,1690577684,"['creditcard', 'key']",True,1,1,23,153
12,0,cd4c0fdebcb37039488e28460460af01,45.527650097960205,-73.61229971051216,Jeanne-Mance / Beaubien,2023-07-28T20:56:21.020000Z,0,True,1690577641,"['creditcard', 'key']",True,1,1,15,654
15,11,416cf5d02e2213626d5df87e159af93a,45.508204615051355,-73.56881439685822,Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),2023-07-28T20:56:21.282000Z,0,True,1690577720,"['creditcard', 'key']",True,1,1,27,52
5,6,a2c46273aac398c46a03e72aac69153b,45.52983801723605,-73.5703244805336,Marquette / Rachel,2023-07-28T20:56:20.875000Z,2,True,1690577625,"['creditcard', 'key']",True,1,1,15,141
20,3,cfc4f0090e99d2d5893cf2fa180ac31c,45.51958082831579,-73.5601159930229,Wolfe / Robin,2023-07-28T20:56:21.017000Z,0,True,1690577445,"['creditcard', 'key']",True,1,1,23,171
21,2,97d3674bee845c38c126be32647c8c6a,45.55358456339093,-73.56052905321121,Bourbonnière / du Mont-Royal,2023-07-28T20:56:21.121000Z,1,True,1690577587,"['creditcard', 'key']",True,1,1,23,319
17,5,6ecaf7d11d573ebfe1e6d00703d11552,45.514080696641386,-73.64694982767105,Graham / Kindersley,2023-07-28T20:56:20.916000Z,0,True,1690576664,"['creditcard', 'key']",True,1,1,23,629
12,2,5fc280895d73433263120a63fda937fe,45.51577505385328,-73.60060930252075,McCulloch / de la Côte Ste-Catherine,2023-07-28T20:56:21.194000Z,2,True,1690577750,"['creditcard', 'key']",True,1,1,15,735
13,0,2c57dc3c587c73e643e570106ee6c6b2,45.56485589064712,-73.5774926841259,26e avenue / Beaubien,2023-07-28T20:56:21.418000Z,0,True,1690576434,"['creditcard', 'key']",True,1,1,15,477
21,2,4248074bfe0e352b10c588b4c6db0b87,45.54991069359101,-73.55826258659361,de Chambly / Rachel,2023-07-28T20:56:21.140000Z,1,True,1690576827,"['creditcard', 'key']",True,1,1,23,368
21,5,bfbed6de4427cc9ed84510fa2c5562a6,45.570081,-73.573047,35e avenue / Beaubien,2023-07-28T20:56:21.411000Z,1,True,1690577621,"['creditcard', 'key']",True,1,1,27,484
14,4,5f2a393b4ee449fd5e40048b00911753,45.529914321737415,-73.56302618980408,de Bordeaux / Sherbrooke,2023-07-28T20:56:21.107000Z,0,True,1690577751,"['creditcard', 'key']",True,1,1,19,121
10,9,d750c6a972586087e3a61f5039a305cf,45.55061693669672,-73.54901432991028,d'Orléans / Hochelaga,2023-07-28T20:56:21.056000Z,0,True,1690577157,"['creditcard', 'key']",True,1,1,19,323
9,13,9dbc225970bc3623c91fd503d77751ef,45.54959767887176,-73.54187428951263,Jeanne-d'Arc / Ontario,2023-07-28T20:56:20.741000Z,0,True,1690577662,"['creditcard', 'key']",True,1,1,23,595
15,4,d5f8970c51111a8acd3612e60a278f47,45.57178977666956,-73.56431499123573,41e avenue / Rosemont,2023-07-28T20:56:21.033000Z,4,True,1690575287,"['creditcard', 'key']",True,1,1,19,653
9,9,7bd0327716a2b7b7ea04361e80d53423,45.526765,-73.730423,Parc de Beauséjour (Gouin / Henri-d'Arles),2023-07-28T20:56:21.096000Z,3,True,1690577598,"['creditcard', 'key']",True,1,1,19,699
14,9,4a0edadcaf1f36efd17948fdf1407120,45.5568667309625,-73.589306473732,12e avenue / St-Zotique,2023-07-28T20:56:21.153000Z,2,True,1690577633,"['creditcard', 'key']",True,1,1,23,361
13,8,edde889fae7031ef9951452b3d46c13c,45.56168275734862,-73.58564794063568,19e avenue / St-Zotique,2023-07-28T20:56:20.998000Z,0,True,1690577719,"['creditcard', 'key']",True,1,1,23,458
13,5,01f9b7e63833ad61e80a7963e2ad9b25,45.57934937043077,-73.58168095350266,de Lisieux / Jean-Talon,2023-07-28T20:56:21.086000Z,1,True,1690577686,"['creditcard', 'key']",True,1,1,19,664
15,8,364cabb5949c7690cffca04ee3c6a4b5,45.53429782539273,-73.61217230558395,de Gaspé / Dante,2023-07-28T20:56:20.985000Z,0,True,1690577420,"['creditcard', 'key']",True,1,1,23,247
13,2,c15a09657007898b3630f7b66f1d42ac,45.514379,-73.610871,Davaar / de la Côte-Ste-Catherine,2023-07-28T20:56:20.938000Z,1,True,1690577575,"['creditcard', 'key']",True,1,1,15,393
16,3,1c5d4ba80389fafb75d31d3485e0487d,45.54502601340392,-73.73787671327591,Alton-Goldbloom / Notre-Dame,2023-07-28T20:56:20.830000Z,2,True,1690577498,"['creditcard', 'key']",True,1,1,19,818
16,7,a2ff3d0c7ee4f7c8686bdafa3a4fc5e7,45.522745298216094,-73.61328139901161,Bloomfield / Van Horne,2023-07-28T20:56:20.987000Z,0,True,1690577572,"['creditcard', 'key']",True,1,1,23,241
24,3,b575803863daa30f30a36d475b72895f,45.50764392965887,-73.56932401657104,Place des Festivals ( du Président-Kennedy / de Bleury),2023-07-28T20:56:20.878000Z,0,True,1690577493,"['creditcard', 'key']",True,1,1,27,611
20,0,dea43e31fb751163e698d5467874eebb,45.541669595766315,-73.60760450363159,de la Roche / Bélanger,2023-07-28T20:56:20.769000Z,0,True,1690577269,"['creditcard', 'key']",True,1,1,23,272
20,2,9acb2c0c2b48fe2e76bcbe4010af342a,45.52311432992147,-73.61815363168716,Campus MIL (Outremont / Thérèse-Lavoie Roux),2023-07-28T20:56:20.913000Z,2,True,1690577279,"['creditcard', 'key']",True,1,1,23,403
16,3,37dfd0b2993501a80fdf81e37768141e,45.565006717407506,-73.7319054454565,Le Corbusier / St-Martin O,2023-07-28T20:56:21.325000Z,3,True,1690577719,"['creditcard', 'key']",True,1,1,19,846
18,6,81e413363c9c2b6933f4706dd9fafc6b,45.49788352593901,-73.56856763362885,Place du Canada (Peel / des Canadiens-de-Montréal),2023-07-28T20:56:21.278000Z,0,True,1690577497,"['creditcard', 'key']",True,1,1,26,55
23,0,658bb3c7434993bc7278b948e197aded,45.51678269880724,-73.61142262816429,Dollard / Bernard,2023-07-28T20:56:21.034000Z,0,True,1690577759,"['creditcard', 'key']",True,1,1,23,651
13,2,840a8bdce0a97bfedb2d5eb6378b6663,45.53718135927993,-73.59750330448149,de la Roche /  de Bellechasse,2023-07-28T20:56:21.180000Z,1,True,1690577349,"['creditcard', 'key']",True,1,1,15,258
7,8,60fb3c73c0e7c31c841d586448833ba3,45.56933906192115,-73.70472729206085,11e avenue / du Souvenir,2023-07-28T20:56:20.915000Z,2,True,1690577681,"['creditcard', 'key']",True,1,1,15,400
4,18,17b6900c27a6d394bf754e410e736806,45.549713734001415,-73.56384828686714,Ernest-Gendreau / du Mont-Royal,2023-07-28T20:56:20.858000Z,1,True,1690577299,"['creditcard', 'key']",True,1,1,23,556
4,9,370c80563082368ae1464ee995801961,45.49810026070624,-73.65294188261032,Paré / Mountain Sights,2023-07-28T20:56:21.115000Z,6,True,1690577571,"['creditcard', 'key']",True,1,1,13,415
16,1,7c116c44d814279d54202eeec81ddddb,45.49487159597493,-73.57112377882004,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),2023-07-28T20:56:21.079000Z,0,True,1690577228,"['creditcard', 'key']",True,1,1,17,79
12,3,ef2da34f39c2d63ea85001255ab20e19,45.559495502858624,-73.6989176273346,Robin / 15e rue,2023-07-28T20:56:20.886000Z,1,True,1690569341,"['creditcard', 'key']",True,1,1,15,686
5,22,f06063d509814af631ff3637dd0ad8bc,45.52303493310712,-73.56539458036421,Beaudry / Sherbrooke,2023-07-28T20:56:20.978000Z,11,True,1690577519,"['creditcard', 'key']",True,1,1,27,585
9,9,c57dd75c9c28e325882f666e1fe30c7a,45.550113551561694,-73.5772217810154,8e avenue / Dandurand,2023-07-28T20:56:21.290000Z,3,True,1690577688,"['creditcard', 'key']",True,1,1,19,538
23,0,c42929dcdbfe4a38f068a2fdd3da946e,45.50363996257211,-73.6182689666748,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),2023-07-28T20:56:20.779000Z,0,True,1690577591,"['creditcard', 'key']",True,1,1,26,527
9,7,a31b0781205466d8ec391d6e4d31a0c8,45.56843961893042,-73.6752020941276,Parc Henri-Dunant (Léger / Henri-Dunant),2023-07-28T20:56:20.884000Z,0,True,1690569775,"['creditcard', 'key']",True,1,1,19,685
14,5,0aedabffd74cb17524a08ef1f6b336f9,45.53166363055749,-73.56536373496056,Gauthier / de Lorimier,2023-07-28T20:56:20.899000Z,2,True,1690577545,"['creditcard', 'key']",True,1,1,19,139
15,3,7f4690e27b9b251c013b00aa5a2c1c58,45.50723,-73.615085,Édouard-Montpetit / de Stirling,2023-07-28T20:56:21.257000Z,1,True,1690577692,"['creditcard', 'key']",True,1,1,19,282
12,11,bdcf73bbe8b7ff123838d3aaa93b7c9c,45.58033485941123,-73.68471868336201,du Mans / des Alouettes,2023-07-28T20:56:21.328000Z,6,True,1690577535,"['creditcard', 'key']",True,1,1,23,842
2,17,38a5272f540008af3bbca0d281fa3f9c,45.51666442219882,-73.57722043991089,St-Dominique / Napoléon,2023-07-28T20:56:20.868000Z,0,True,1690577566,"['creditcard', 'key']",True,1,1,23,233
1,9,488b08ff450837d27743c7bcd6c8a058,45.49996470926352,-73.55615437030792,Place d'Youville / McGill,2023-07-28T20:56:20.805000Z,1,True,1690577766,"['creditcard', 'key']",True,1,1,19,37
8,6,1c05683a4675c3de48297fdef6870e62,45.64141535746634,-73.4999567270279,St-Jean-Baptiste / René-Lévesque,2023-07-28T20:56:20.876000Z,5,True,1690577675,"['creditcard', 'key']",True,1,1,15,612
5,9,663a95a70b0a1afbb23d156aa7ac3ecb,45.583287878804136,-73.63276362419128,Sabrevois / des Récollets,2023-07-28T20:56:20.919000Z,2,True,1690577547,"['creditcard', 'key']",True,1,1,15,758
15,4,ea5ce5ce6d6ad4ec63a593beb2540d31,45.53163403743962,-73.56824576854706,Dorion / Rachel,2023-07-28T20:56:21.386000Z,3,True,1690577741,"['creditcard', 'key']",True,1,1,19,749
10,7,114edd30245c9b7ae8dedcc2d22fc398,45.57833184623925,-73.65595400333405,Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési),2023-07-28T20:56:20.934000Z,1,True,1690577670,"['creditcard', 'key']",True,1,1,19,700
5,10,9b279b4355888cdc79c1b55692276c67,45.64954588445726,-73.49191546440125,du Tricentenaire / Prince-Albert,2023-07-28T20:56:20.988000Z,5,True,1690561859,"['creditcard', 'key']",True,1,1,15,614
19,7,cc60da52525500f1d3b637b7b988705f,45.477923,-73.559038,Fortune / Wellington,2023-07-28T20:56:21.409000Z,0,True,1690577716,"['creditcard', 'key']",True,1,1,27,486
10,3,3565ca57a8993b9bf335ed73042cafb8,45.640002860465096,-73.49011301994324,Place du Village (St-Jean-Baptiste / Notre-Dame),2023-07-28T20:56:21.270000Z,3,True,1690566411,"['creditcard', 'key']",True,1,1,15,267
31,5,f9d30314d14794ea0c378ba2c1ee0c5d,45.53613488953656,-73.62258464097977,Gary-Carter / St-Laurent,2023-07-28T20:56:20.941000Z,0,True,1690577299,"['creditcard', 'key']",True,1,1,38,396
12,20,9836aac1ee4659e9103ab4a3ac10c9e0,45.53035130173597,-73.6243924498558,Métro Parc  (Hutchison / Ogilvy),2023-07-28T20:56:20.917000Z,2,True,1690577759,"['creditcard', 'key']",True,1,1,33,408
17,2,485d66968361b44b2fbfa4a1384d87f1,45.5231943285584,-73.55584256350994,Logan / de Champlain,2023-07-28T20:56:20.975000Z,0,True,1690577231,"['creditcard', 'key']",True,1,1,19,586
23,1,df284d02a5abe2ca93e5885f5718f0f0,45.47993042065731,-73.55592101812363,Bourgeoys / Favard,2023-07-28T20:56:20.979000Z,0,True,1690577764,"['creditcard', 'key']",True,1,1,27,583
5,23,ac728f271b196e19899f2323fb8d7795,45.48752158511353,-73.56500297784805,Richmond / des Bassins,2023-07-28T20:56:20.981000Z,1,True,1690577542,"['creditcard', 'key']",True,1,1,31,581
11,6,8aa19138e54fae304dcd6f0088db07c3,45.60248649638568,-73.5432904958725,Parc Chenier (de l'Aréna / Chenier),2023-07-28T20:56:20.852000Z,4,True,1690577740,"['creditcard', 'key']",True,1,1,19,743
15,3,6086b10ac3a09a5ad176d6a32deaf0ad,45.51862424058306,-73.55219006538391,René-Lévesque / Panet,2023-07-28T20:56:20.846000Z,1,True,1690577736,"['creditcard', 'key']",True,1,1,19,94
7,6,251c1026721c2b86f0c7b68be5992fdf,45.55873962047568,-73.60589044634253,6e avenue / Villeray,2023-07-28T20:56:20.903000Z,3,True,1690577671,"['creditcard', 'key']",True,1,1,15,492
9,10,fec442e5bd4a6d1999980029e905394e,45.54355786336148,-73.56780052185059,du Mont-Royal / Augustin-Frigon,2023-07-28T20:56:20.861000Z,0,True,1690577684,"['creditcard', 'key']",True,1,1,19,553
21,2,a4587d02411ea6ab69af7d1d5f8fa987,45.57627820285533,-73.58353972434998,Michelet / Jean-Talon,2023-07-28T20:56:20.982000Z,0,True,1690577194,"['creditcard', 'key']",True,1,1,23,588
12,21,ede6b6e636d0057c3569441aad58f64c,45.49047561880464,-73.56022328138351,des Bassins / du Séminaire,2023-07-28T20:56:20.754000Z,0,True,1690577431,"['creditcard', 'key']",True,1,1,35,290
15,3,d953df55ce2e1380f9348b449c98d4c5,45.544580831168204,-73.5717111825943,Parc du Pélican (2e avenue / St-Joseph),2023-07-28T20:56:21.113000Z,0,True,1690577536,"['creditcard', 'key']",True,1,1,19,129
7,10,51cada9ae1043ecc00fa98b7439b11f2,45.527550507601894,-73.5762870311737,Marie-Anne / de la Roche,2023-07-28T20:56:21.372000Z,1,True,1690577724,"['creditcard', 'key']",True,1,1,19,156
2,27,1f12261e2dfcf3c7df231a27c7e43f0a,45.518593,-73.581566,St-Dominique / Rachel,2023-07-28T20:56:20.984000Z,6,True,1690577761,"['creditcard', 'key']",True,1,1,31,244
23,4,a57bc720128ed8a9099da4e5b069f3ef,45.54710817336986,-73.56936693191528,7e avenue / St-Joseph Rosemont,2023-07-28T20:56:20.928000Z,1,True,1690577670,"['creditcard', 'key']",True,1,1,27,377
27,2,5aaf47dc0e0960e251b829e0aa574ed7,45.526499983000186,-73.54575277422555,Jean Langlois / Fullum,2023-07-28T20:56:20.757000Z,0,True,1690577588,"['creditcard', 'key']",True,1,1,31,590
8,6,13a1326222ba6cc555797cbd6ba01b8a,45.44826204820947,-73.57785612344742,Bibliothèque de Verdun (Brown / Bannantyne),2023-07-28T20:56:21.336000Z,0,True,1690573715,"['creditcard', 'key']",True,1,1,15,569
9,5,bf77b109a6eff9c654508ba2d20ffb12,45.43791516514076,-73.58253550531117,LaSalle / Crawford,2023-07-28T20:56:21.212000Z,0,True,1690577615,"['creditcard', 'key']",True,1,1,15,466
9,10,7372f7ed2ed2e266bdc479ac49bc6392,45.57120355585774,-73.72351884841918,McNamara / St-Martin O,2023-07-28T20:56:21.324000Z,1,True,1690577588,"['creditcard', 'key']",True,1,1,19,847
14,11,a829d7ffd9fc7790630d17dbbbf27641,45.4443505862464,-73.57542979723802,Natatorium (LaSalle / Rolland),2023-07-28T20:56:21.206000Z,0,True,1690577606,"['creditcard', 'key']",True,1,1,27,469
12,3,37ce10146483055c24d0d49bddc32c5d,45.429166968311485,-73.66280972957611,Mairie d'arrondissement LaSalle (Dupras / Jeannette),2023-07-28T20:56:21.208000Z,1,True,1690576335,"['creditcard', 'key']",True,1,1,15,636
6,13,839b54eac6c8b3e1f24c9427392c7456,45.570726609302966,-73.7370860205192,Parc Chopin (Dumouchel / Tessier),2023-07-28T20:56:20.888000Z,1,True,1690547291,"['creditcard', 'key']",True,1,1,19,683
15,8,55afb3990a73681697287d73d2c86ee6,45.56251175219665,-73.74370649456978,Pierre-Péladeau / du Centropolis,2023-07-28T20:56:21.327000Z,3,True,1690577622,"['creditcard', 'key']",True,1,1,23,843
14,8,577f06695e8ce5015eceed3a6bf0ac49,45.557421482389636,-73.7480603903532,Jeanne-Mance / St-Martin O,2023-07-28T20:56:20.841000Z,1,True,1690577667,"['creditcard', 'key']",True,1,1,23,844
17,5,83002097940dd96fa20d8df45c2835fc,45.45301583620112,-73.57191503047943,Argyle / de Verdun,2023-07-28T20:56:21.173000Z,0,True,1690577300,"['creditcard', 'key']",True,1,1,23,572
14,1,444448176f019fa75930cba6037f6ed8,45.485328993998365,-73.57692271471024,St-Jacques / Vinet,2023-07-28T20:56:21.318000Z,0,True,1690577261,"['creditcard', 'key']",True,1,1,15,304
13,6,19878f499c71d91e2dc763e62bff8c7c,45.477605,-73.573775,St-Charles / Thomas-Keefer,2023-07-28T20:56:20.855000Z,0,True,1690577766,"['creditcard', 'key']",True,1,1,23,747
9,14,a9142a6ec00960d46f5da6ad36796ffe,45.56157,-73.75448,de Chenonceau / Chomedey,2023-07-28T20:56:21.054000Z,4,True,1690577747,"['creditcard', 'key']",True,1,1,23,809
14,12,9f499059b795e09782c2fca675a5e382,45.431518914135125,-73.67110446095467,St-Joseph / 8e avenue Lachine,2023-07-28T20:56:21.203000Z,0,True,1690576171,"['creditcard', 'key']",True,1,1,27,630
19,3,1c51af1e97aec802172c57959d16c64f,45.486346321757786,-73.57352435588837,Lionel-Groulx / George-Vanier,2023-07-28T20:56:21.376000Z,0,True,1690576835,"['creditcard', 'key']",True,1,1,23,399
17,2,8a258ed78afb57f3980301e5f4272f4e,45.43498715540587,-73.67079868912697,8e avenue / Notre-Dame Lachine,2023-07-28T20:56:21.204000Z,1,True,1690575488,"['creditcard', 'key']",True,1,1,19,631
17,4,c799ff1b7971723fea262952f298e8af,45.450729976972944,-73.5725748538971,Beatty / de Verdun,2023-07-28T20:56:21.213000Z,1,True,1690577411,"['creditcard', 'key']",True,1,1,23,460
13,6,d2d233d7e6e100a2596281248ceb5191,45.553017541248565,-73.75822663307189,Mayfield / St-Martin O,2023-07-28T20:56:20.736000Z,3,True,1690577533,"['creditcard', 'key']",True,1,1,19,810
10,5,3944bbaf9bac2bc4ad72222245d22821,45.42971096449354,-73.633883446455,Gloria / Dollard,2023-07-28T20:56:20.828000Z,2,True,1690577469,"['creditcard', 'key']",True,1,1,15,744
18,5,67238639a0c8e1f08538b0473cd10170,45.4824297233159,-73.58367975812143,Bel Air / St-Antoine,2023-07-28T20:56:21.123000Z,2,True,1690576088,"['creditcard', 'key']",True,1,1,23,313
13,1,d49558463486814195af14448d9871b2,45.4568844514464,-73.57260704040527,4e avenue / de Verdun,2023-07-28T20:56:21.125000Z,0,True,1690577316,"['creditcard', 'key']",True,1,1,15,311
12,2,929cb3603f7f95fbba1535c38d913246,45.44053238705948,-73.70242863893507,41e avenue / Victoria,2023-07-28T20:56:21.192000Z,0,True,1690577525,"['creditcard', 'key']",True,1,1,15,730
8,6,a6620bd5c000126bdfa2f31ec1d86934,45.4632535358533,-73.57587933540344,de l'Église / Bannantyne,2023-07-28T20:56:21.155000Z,0,True,1690577746,"['creditcard', 'key']",True,1,1,15,383
16,6,7fad188fa346f1ef366ec76e13737b13,45.467369,-73.570769,Regina / de Verdun,2023-07-28T20:56:20.731000Z,0,True,1690577733,"['creditcard', 'key']",True,1,1,23,345
14,3,61da15b80b82561752f3270693c5165c,45.478888528072076,-73.58198940753937,Turgeon / Notre-Dame,2023-07-28T20:56:21.082000Z,0,True,1690577613,"['creditcard', 'key']",True,1,1,19,668
17,10,07c7d44ac97d0906af2e27a24fd56b13,45.47259900304475,-73.5398056358099,Jacques-Le Ber / de la Pointe Nord,2023-07-28T20:56:21.041000Z,5,True,1690577077,"['creditcard', 'key']",True,1,1,27,16
2,18,ec091ad336edded3d10777e6308b26f0,45.47069642604657,-73.56542240828276,Métro Lasalle (de Rushbrooke / Caisse),2023-07-28T20:56:20.818000Z,0,True,1690577760,"['creditcard', 'key']",True,1,1,23,430
12,7,0f9bbd42138f37400bff6baaaff859eb,45.462846046287325,-73.56592163443565,Métro de l'Église (Ross / de l'Église),2023-07-28T20:56:21.306000Z,0,True,1690577230,"['creditcard', 'key']",True,1,1,19,428
22,3,6b1c6c5668bf007879235ca8c37ca376,45.459487694540734,-73.57209205627441,Métro Verdun (Willibrord / de Verdun),2023-07-28T20:56:21.305000Z,0,True,1690577637,"['creditcard', 'key']",True,1,1,27,429
19,4,dc501d66a965b984bab50cfa37ae73f2,45.48026417718717,-73.58099363744259,Rose-de-Lima / Workman,2023-07-28T20:56:21.335000Z,0,True,1690577662,"['creditcard', 'key']",True,1,1,23,568
26,0,0daa8a40d4a613e38d2be70c6baac3d3,45.51999897796297,-73.5548883676529,Panet / Ste-Catherine,2023-07-28T20:56:20.782000Z,0,True,1690576758,"['creditcard', 'key']",True,1,1,27,522
14,5,1082604365572209e09718f6690249b1,45.60191332161639,-73.52441847324371,Ste-Claire / Pierre-Tétreault,2023-07-28T20:56:20.811000Z,3,True,1690576659,"['creditcard', 'key']",True,1,1,19,645
